source_ip,destination_ip,protocol,packet_size,inter_arrival_time_ms,jitter_ms,qos_class
192.168.253.46,192.0.2.45,TCP,1485,51.93,6.82,eMBB
192.168.172.113,192.0.2.231,ICMP,705,21.37,3.96,URLLC
192.168.53.57,192.0.2.236,ICMP,1166,35.4,2.65,eMBB
192.168.1.228,192.0.2.102,ICMP,1174,9.87,3.41,URLLC
192.168.174.30,192.0.2.5,TCP,460,13.8,3.18,URLLC
192.168.188.31,192.0.2.99,UDP,522,22.87,2.8,URLLC
192.168.236.225,192.0.2.42,TCP,1363,62.06,5.07,eMBB
192.168.12.23,192.0.2.12,ICMP,1073,24.08,3.87,URLLC
192.168.110.175,192.0.2.223,TCP,1276,23.16,1.32,URLLC
192.168.125.6,192.0.2.128,ICMP,523,11.19,4.63,URLLC
192.168.137.158,192.0.2.59,TCP,1451,66.7,7.22,eMBB
192.168.13.157,192.0.2.75,UDP,983,37.28,6.32,eMBB
192.168.41.124,192.0.2.133,UDP,1094,54.44,4.06,eMBB
192.168.72.92,192.0.2.137,UDP,922,45.02,4.07,eMBB
192.168.72.253,192.0.2.152,ICMP,352,21.21,6.32,mMTC
192.168.128.4,192.0.2.109,ICMP,1312,65.7,6.56,eMBB
192.168.251.119,192.0.2.26,ICMP,522,16.66,2.03,URLLC
192.168.24.40,192.0.2.167,UDP,762,18.78,2.49,URLLC
192.168.74.211,192.0.2.211,TCP,614,92.86,5.22,mMTC
192.168.194.181,192.0.2.251,TCP,629,21.94,3.95,URLLC
192.168.230.145,192.0.2.233,UDP,1038,22.09,3.78,URLLC
192.168.178.195,192.0.2.117,ICMP,604,75.4,6.4,mMTC
192.168.39.220,192.0.2.58,TCP,100,125.55,6.36,mMTC
192.168.156.129,192.0.2.72,TCP,565,86.56,4.69,mMTC
192.168.177.106,192.0.2.222,UDP,253,22.56,3.22,URLLC
192.168.160.170,192.0.2.251,UDP,1066,46.61,2.98,eMBB
192.168.147.125,192.0.2.51,UDP,1092,57.9,8.94,eMBB
192.168.14.32,192.0.2.228,UDP,313,97.21,4.18,mMTC
192.168.22.213,192.0.2.47,UDP,183,121.74,4.34,mMTC
192.168.44.26,192.0.2.71,UDP,510,141.38,5.44,mMTC
192.168.91.191,192.0.2.211,TCP,1118,56.53,5.01,eMBB
192.168.167.214,192.0.2.193,UDP,178,130.79,5.6,mMTC
192.168.166.124,192.0.2.39,ICMP,375,21.45,1.91,URLLC
192.168.116.9,192.0.2.161,UDP,1180,52.78,5.33,eMBB
192.168.125.196,192.0.2.160,ICMP,1126,37.79,3.72,eMBB
192.168.134.15,192.0.2.139,UDP,580,18.89,4.52,URLLC
192.168.171.83,192.0.2.83,ICMP,1044,40.4,8.24,eMBB
192.168.160.72,192.0.2.39,TCP,842,17.22,4.25,URLLC
192.168.23.151,192.0.2.170,UDP,1366,41.72,4.59,eMBB
192.168.142.72,192.0.2.51,ICMP,364,25.16,3.86,URLLC
192.168.155.46,192.0.2.109,ICMP,677,7.59,1.21,URLLC
192.168.112.93,192.0.2.19,TCP,1253,54.22,0.4,eMBB
192.168.18.224,192.0.2.171,TCP,551,58.52,3.91,mMTC
192.168.31.217,192.0.2.4,TCP,1173,60.28,8.15,eMBB
192.168.89.240,192.0.2.102,UDP,1316,49.27,8.68,eMBB
192.168.98.136,192.0.2.86,TCP,1162,62.52,5.4,eMBB
192.168.103.202,192.0.2.54,TCP,1169,54.97,6.62,eMBB
192.168.75.218,192.0.2.36,UDP,927,45.71,5.11,eMBB
192.168.166.65,192.0.2.121,ICMP,1484,40.81,4.75,eMBB
192.168.140.181,192.0.2.128,UDP,1476,46.74,7.63,eMBB
192.168.98.226,192.0.2.121,ICMP,1369,20.81,1.55,URLLC
192.168.2.115,192.0.2.113,TCP,1322,45.71,6.04,eMBB
192.168.41.37,192.0.2.156,UDP,615,8.54,2.01,URLLC
192.168.154.59,192.0.2.251,TCP,1248,18.25,4.57,URLLC
192.168.172.159,192.0.2.128,ICMP,273,136.23,5.18,mMTC
192.168.164.139,192.0.2.134,UDP,521,129.32,4.7,mMTC
192.168.90.217,192.0.2.149,TCP,403,21.58,3.2,URLLC
192.168.119.205,192.0.2.57,TCP,1014,50.17,5.47,eMBB
192.168.24.145,192.0.2.113,TCP,972,54.37,3.98,eMBB
192.168.48.236,192.0.2.66,UDP,1398,65.85,10.13,eMBB
192.168.68.17,192.0.2.27,ICMP,1018,61.21,2.99,eMBB
192.168.204.145,192.0.2.59,ICMP,539,138.85,5.54,mMTC
192.168.225.224,192.0.2.25,TCP,318,19.95,1.75,URLLC
192.168.243.140,192.0.2.189,TCP,1190,19.03,3.03,URLLC
192.168.167.19,192.0.2.87,UDP,470,167.83,6.49,mMTC
192.168.101.204,192.0.2.219,UDP,452,67.46,4.12,mMTC
192.168.55.62,192.0.2.134,UDP,380,21.03,3.26,URLLC
192.168.126.200,192.0.2.64,TCP,1443,38.76,6.77,eMBB
192.168.72.226,192.0.2.238,ICMP,612,28.02,3.89,URLLC
192.168.69.205,192.0.2.94,ICMP,436,102.23,5.04,mMTC
192.168.118.61,192.0.2.83,UDP,996,26.08,3.85,URLLC
192.168.227.57,192.0.2.123,TCP,103,73.78,4.78,mMTC
192.168.237.168,192.0.2.32,ICMP,1225,56.61,5.06,eMBB
192.168.195.182,192.0.2.176,ICMP,1477,60.82,5.44,eMBB
192.168.198.99,192.0.2.71,UDP,1472,60.86,3.93,eMBB
192.168.20.188,192.0.2.252,ICMP,766,125.13,3.48,mMTC
192.168.192.181,192.0.2.40,UDP,433,43.51,5.75,mMTC
192.168.178.243,192.0.2.194,TCP,451,70.72,3.73,mMTC
192.168.6.79,192.0.2.8,ICMP,654,65.31,7.26,mMTC
192.168.42.83,192.0.2.245,TCP,891,30.56,2.83,URLLC
192.168.74.130,192.0.2.109,ICMP,1174,22.17,3.29,URLLC
192.168.27.78,192.0.2.10,UDP,924,23.22,4.19,URLLC
192.168.180.146,192.0.2.164,UDP,239,121.72,2.96,mMTC
192.168.145.49,192.0.2.2,UDP,1194,35.96,4.75,eMBB
192.168.136.77,192.0.2.94,UDP,564,92.49,5.9,mMTC
192.168.185.199,192.0.2.247,ICMP,264,13.61,3.1,URLLC
192.168.127.85,192.0.2.244,UDP,531,79.76,3.21,mMTC
192.168.134.140,192.0.2.110,TCP,904,63.31,3.05,eMBB
192.168.80.87,192.0.2.251,UDP,1231,43.39,7.3,eMBB
192.168.135.202,192.0.2.45,ICMP,228,132.7,5.52,mMTC
192.168.187.35,192.0.2.28,ICMP,1016,15.42,4.33,URLLC
192.168.36.193,192.0.2.61,TCP,1098,22.96,3.44,URLLC
192.168.11.22,192.0.2.12,UDP,444,106.96,3.32,mMTC
192.168.59.110,192.0.2.217,ICMP,870,25.09,1.85,URLLC
192.168.45.33,192.0.2.12,ICMP,463,99.75,5.63,mMTC
192.168.123.15,192.0.2.251,TCP,684,15.13,4.02,URLLC
192.168.39.193,192.0.2.128,UDP,1039,15.26,2.13,URLLC
192.168.23.192,192.0.2.133,TCP,497,112.44,5.4,mMTC
192.168.228.22,192.0.2.148,ICMP,1331,43.77,2.75,eMBB
192.168.40.237,192.0.2.111,TCP,1133,62.77,4.35,eMBB
192.168.149.57,192.0.2.38,ICMP,1093,43.71,4.96,eMBB
192.168.77.84,192.0.2.143,UDP,789,116.87,4.97,mMTC
192.168.170.154,192.0.2.92,ICMP,1385,59.12,4.93,eMBB
192.168.36.28,192.0.2.31,UDP,175,91.63,5.84,mMTC
192.168.226.18,192.0.2.146,TCP,909,18.43,2.44,URLLC
192.168.103.20,192.0.2.138,ICMP,333,14.01,1.5,URLLC
192.168.17.86,192.0.2.254,ICMP,1130,19.4,3.82,URLLC
192.168.240.78,192.0.2.209,TCP,318,63.46,2.27,mMTC
192.168.116.212,192.0.2.161,ICMP,298,34.66,8.16,mMTC
192.168.186.197,192.0.2.231,ICMP,800,21.17,2.26,URLLC
192.168.70.80,192.0.2.181,UDP,1003,68.98,6.68,eMBB
192.168.95.87,192.0.2.178,ICMP,460,65.13,4.75,mMTC
192.168.99.195,192.0.2.226,TCP,1263,55.94,5.67,eMBB
192.168.120.113,192.0.2.106,ICMP,387,119.23,3.14,mMTC
192.168.188.80,192.0.2.3,TCP,1405,25.1,7.55,eMBB
192.168.46.246,192.0.2.120,UDP,302,21.8,3.07,URLLC
192.168.121.16,192.0.2.96,UDP,1058,41.97,3.05,eMBB
192.168.252.215,192.0.2.139,ICMP,308,79.49,4.22,mMTC
192.168.149.248,192.0.2.16,UDP,681,22.17,3.68,URLLC
192.168.90.11,192.0.2.169,ICMP,1425,48.54,1.71,eMBB
192.168.70.50,192.0.2.119,TCP,663,122.57,4.79,mMTC
192.168.18.17,192.0.2.79,ICMP,298,117.69,4.91,mMTC
192.168.73.81,192.0.2.138,UDP,116,98.83,5.81,mMTC
192.168.229.200,192.0.2.102,UDP,1390,27.13,3.29,URLLC
192.168.106.135,192.0.2.45,UDP,757,66.05,3.38,mMTC
192.168.244.92,192.0.2.42,ICMP,579,90.83,4.0,mMTC
192.168.208.123,192.0.2.250,UDP,1027,18.73,3.12,URLLC
192.168.156.105,192.0.2.166,UDP,1171,45.96,4.68,eMBB
192.168.24.37,192.0.2.126,UDP,1212,16.3,3.14,URLLC
192.168.137.80,192.0.2.239,ICMP,1059,27.74,3.2,URLLC
192.168.74.17,192.0.2.222,ICMP,518,53.6,3.75,mMTC
192.168.195.38,192.0.2.232,ICMP,1186,71.25,3.83,eMBB
192.168.184.153,192.0.2.42,ICMP,166,76.4,6.4,mMTC
192.168.40.231,192.0.2.215,ICMP,1244,61.19,6.61,eMBB
192.168.48.22,192.0.2.15,TCP,1455,46.17,5.17,eMBB
192.168.197.247,192.0.2.242,TCP,941,60.0,5.44,eMBB
192.168.188.144,192.0.2.61,UDP,1042,62.35,4.1,eMBB
192.168.53.224,192.0.2.156,ICMP,1143,53.59,5.66,eMBB
192.168.187.147,192.0.2.160,ICMP,503,143.42,4.26,mMTC
192.168.117.176,192.0.2.238,UDP,308,15.47,4.62,URLLC
192.168.13.152,192.0.2.248,UDP,1202,82.53,8.45,eMBB
192.168.138.254,192.0.2.230,UDP,350,16.54,1.21,URLLC
192.168.204.178,192.0.2.57,UDP,536,22.8,2.29,URLLC
192.168.29.231,192.0.2.153,UDP,505,24.68,2.54,URLLC
192.168.109.62,192.0.2.242,TCP,130,103.5,4.67,mMTC
192.168.69.113,192.0.2.77,TCP,1152,19.62,2.22,URLLC
192.168.1.52,192.0.2.118,UDP,709,68.76,5.21,mMTC
192.168.251.103,192.0.2.226,UDP,625,92.39,6.55,mMTC
192.168.180.177,192.0.2.252,TCP,453,83.83,7.37,mMTC
192.168.4.25,192.0.2.243,TCP,481,132.66,5.44,mMTC
192.168.152.7,192.0.2.253,TCP,478,48.34,5.43,mMTC
192.168.215.253,192.0.2.88,TCP,1040,43.55,3.08,eMBB
192.168.67.34,192.0.2.6,TCP,1440,51.61,2.03,eMBB
192.168.218.30,192.0.2.203,ICMP,1214,26.82,1.94,URLLC
192.168.119.197,192.0.2.140,TCP,948,15.29,3.6,URLLC
192.168.139.110,192.0.2.26,UDP,954,26.4,9.06,eMBB
192.168.121.107,192.0.2.22,UDP,521,21.81,3.3,URLLC
192.168.220.29,192.0.2.25,TCP,403,37.71,5.3,mMTC
192.168.29.244,192.0.2.236,UDP,170,124.7,3.99,mMTC
192.168.92.197,192.0.2.164,UDP,208,96.65,2.72,mMTC
192.168.53.219,192.0.2.123,ICMP,1178,48.43,7.18,eMBB
192.168.155.31,192.0.2.252,TCP,285,126.53,4.47,mMTC
192.168.81.133,192.0.2.26,TCP,951,13.75,1.19,URLLC
192.168.126.12,192.0.2.28,UDP,1322,20.67,3.56,URLLC
192.168.164.143,192.0.2.213,TCP,684,120.26,4.26,mMTC
192.168.45.11,192.0.2.234,ICMP,1075,45.15,7.42,eMBB
192.168.127.129,192.0.2.123,ICMP,456,21.92,3.89,URLLC
192.168.67.41,192.0.2.81,TCP,503,37.46,5.6,mMTC
192.168.153.218,192.0.2.160,ICMP,439,100.42,5.36,mMTC
192.168.171.198,192.0.2.122,ICMP,751,18.29,2.59,URLLC
192.168.81.12,192.0.2.175,TCP,369,19.87,3.08,URLLC
192.168.104.43,192.0.2.149,UDP,1210,48.56,6.13,eMBB
192.168.176.10,192.0.2.37,ICMP,143,119.24,3.83,mMTC
192.168.90.2,192.0.2.99,TCP,680,109.67,5.03,mMTC
192.168.173.142,192.0.2.82,TCP,1219,22.42,4.11,URLLC
192.168.30.81,192.0.2.38,TCP,132,95.43,6.32,mMTC
192.168.181.87,192.0.2.118,ICMP,1190,61.81,7.56,eMBB
192.168.99.132,192.0.2.186,TCP,929,12.42,4.25,URLLC
192.168.76.139,192.0.2.160,ICMP,293,101.57,5.19,mMTC
192.168.156.75,192.0.2.8,UDP,1106,73.5,4.78,eMBB
192.168.92.161,192.0.2.179,ICMP,905,17.53,2.92,URLLC
192.168.33.56,192.0.2.75,UDP,1215,62.07,9.28,eMBB
192.168.199.207,192.0.2.85,ICMP,275,17.44,5.08,URLLC
192.168.174.118,192.0.2.226,TCP,1325,23.1,2.29,URLLC
192.168.182.73,192.0.2.169,TCP,417,99.33,2.37,mMTC
192.168.89.131,192.0.2.46,TCP,965,5.85,1.81,URLLC
192.168.64.109,192.0.2.240,ICMP,1188,41.56,8.43,eMBB
192.168.112.224,192.0.2.198,TCP,1331,23.03,3.24,URLLC
192.168.125.235,192.0.2.78,ICMP,964,49.87,8.19,eMBB
192.168.231.73,192.0.2.85,ICMP,1398,17.88,3.33,URLLC
192.168.236.185,192.0.2.52,ICMP,176,142.37,5.35,mMTC
192.168.216.192,192.0.2.136,TCP,476,20.27,2.73,URLLC
192.168.193.133,192.0.2.137,UDP,1257,21.76,2.81,URLLC
192.168.90.194,192.0.2.97,ICMP,1369,14.95,3.08,URLLC
192.168.98.247,192.0.2.140,ICMP,212,148.36,7.79,mMTC
192.168.88.26,192.0.2.61,UDP,1196,21.25,2.14,URLLC
192.168.131.13,192.0.2.63,TCP,236,124.81,6.32,mMTC
192.168.111.252,192.0.2.55,UDP,497,97.46,9.08,mMTC
192.168.147.168,192.0.2.193,ICMP,1389,24.41,1.04,URLLC
192.168.6.160,192.0.2.20,TCP,683,21.71,3.15,URLLC
192.168.22.117,192.0.2.18,UDP,361,108.38,3.59,mMTC
192.168.157.185,192.0.2.50,UDP,1335,46.36,4.16,eMBB
192.168.39.176,192.0.2.179,TCP,1167,54.28,4.33,eMBB
192.168.229.249,192.0.2.120,TCP,813,12.88,1.91,URLLC
192.168.75.132,192.0.2.230,ICMP,1060,53.92,6.66,eMBB
192.168.227.169,192.0.2.63,TCP,1069,50.74,2.84,eMBB
192.168.65.95,192.0.2.204,TCP,630,69.23,4.5,mMTC
192.168.187.170,192.0.2.56,ICMP,552,113.62,6.04,mMTC
192.168.83.237,192.0.2.212,UDP,886,20.44,1.49,URLLC
192.168.200.4,192.0.2.202,UDP,694,24.43,1.53,URLLC
192.168.151.249,192.0.2.119,ICMP,992,61.31,3.44,eMBB
192.168.87.218,192.0.2.179,ICMP,559,18.15,3.61,URLLC
192.168.180.175,192.0.2.188,TCP,642,13.5,2.94,URLLC
192.168.184.242,192.0.2.95,TCP,1379,8.5,1.75,URLLC
192.168.46.128,192.0.2.47,UDP,1162,40.72,4.15,eMBB
192.168.235.57,192.0.2.188,TCP,1460,71.2,5.12,eMBB
192.168.243.152,192.0.2.168,TCP,1211,50.11,6.04,eMBB
192.168.196.70,192.0.2.73,ICMP,1363,54.18,7.74,eMBB
192.168.244.140,192.0.2.150,ICMP,125,55.76,7.02,mMTC
192.168.68.224,192.0.2.237,ICMP,1090,38.96,4.6,eMBB
192.168.65.36,192.0.2.132,UDP,1298,41.88,5.43,eMBB
192.168.43.116,192.0.2.100,ICMP,1442,45.19,4.41,eMBB
192.168.67.158,192.0.2.196,UDP,421,22.9,0.39,URLLC
192.168.203.153,192.0.2.131,TCP,980,15.74,1.94,URLLC
192.168.88.115,192.0.2.16,TCP,1087,39.87,3.1,eMBB
192.168.160.148,192.0.2.70,ICMP,1137,37.48,5.91,eMBB
192.168.51.32,192.0.2.206,ICMP,482,14.28,4.33,URLLC
192.168.94.41,192.0.2.10,TCP,765,125.17,7.64,mMTC
192.168.226.172,192.0.2.31,TCP,1389,19.61,4.17,URLLC
192.168.173.205,192.0.2.24,TCP,1056,17.31,3.79,URLLC
192.168.210.44,192.0.2.68,TCP,483,83.67,6.62,mMTC
192.168.11.170,192.0.2.17,TCP,1404,61.26,4.51,eMBB
192.168.185.173,192.0.2.119,TCP,1053,47.72,6.91,eMBB
192.168.173.31,192.0.2.143,TCP,492,134.26,4.77,mMTC
192.168.254.40,192.0.2.175,UDP,216,114.39,5.44,mMTC
192.168.164.50,192.0.2.113,UDP,241,12.65,2.47,URLLC
192.168.202.250,192.0.2.178,ICMP,341,77.26,4.86,mMTC
192.168.71.39,192.0.2.69,TCP,378,94.3,3.94,mMTC
192.168.201.123,192.0.2.58,UDP,377,99.54,3.56,mMTC
192.168.12.248,192.0.2.69,UDP,642,100.81,5.13,mMTC
192.168.199.241,192.0.2.196,TCP,603,96.8,4.31,mMTC
192.168.74.175,192.0.2.238,TCP,1062,36.18,7.0,eMBB
192.168.116.11,192.0.2.120,TCP,922,67.98,7.5,eMBB
192.168.221.183,192.0.2.149,TCP,573,113.7,5.4,mMTC
192.168.211.138,192.0.2.157,TCP,977,46.09,5.25,eMBB
192.168.175.176,192.0.2.128,UDP,206,66.26,6.83,mMTC
192.168.233.244,192.0.2.183,TCP,1131,65.09,5.53,eMBB
192.168.219.107,192.0.2.216,UDP,657,23.36,3.85,URLLC
192.168.203.133,192.0.2.163,UDP,1379,21.25,3.5,URLLC
192.168.42.57,192.0.2.82,UDP,1322,44.31,7.19,eMBB
192.168.202.173,192.0.2.226,ICMP,613,63.94,2.92,mMTC
192.168.120.6,192.0.2.154,ICMP,1038,30.33,4.23,eMBB
192.168.246.224,192.0.2.225,TCP,516,18.36,3.03,URLLC
192.168.66.47,192.0.2.230,TCP,364,93.26,6.38,mMTC
192.168.254.118,192.0.2.28,TCP,985,44.59,8.04,eMBB
192.168.181.224,192.0.2.174,UDP,1163,48.58,7.34,eMBB
192.168.45.169,192.0.2.244,ICMP,1098,17.88,0.73,URLLC
192.168.65.192,192.0.2.152,ICMP,117,102.17,6.67,mMTC
192.168.249.17,192.0.2.120,UDP,598,20.65,2.91,URLLC
192.168.198.95,192.0.2.104,TCP,797,116.04,4.24,mMTC
192.168.251.235,192.0.2.110,ICMP,550,108.19,3.46,mMTC
192.168.56.118,192.0.2.226,ICMP,396,104.71,3.91,mMTC
192.168.131.213,192.0.2.210,UDP,367,82.45,6.09,mMTC
192.168.16.76,192.0.2.128,TCP,349,124.93,6.15,mMTC
192.168.78.108,192.0.2.203,ICMP,395,22.82,3.48,URLLC
192.168.95.86,192.0.2.192,TCP,836,20.61,4.32,URLLC
192.168.109.12,192.0.2.21,UDP,1185,11.36,2.09,URLLC
192.168.47.112,192.0.2.17,UDP,644,17.23,2.5,URLLC
192.168.140.178,192.0.2.30,UDP,757,17.15,4.55,URLLC
192.168.204.205,192.0.2.3,ICMP,1108,20.24,3.14,URLLC
192.168.30.79,192.0.2.66,ICMP,375,123.51,5.47,mMTC
192.168.51.123,192.0.2.251,TCP,940,51.62,5.07,eMBB
192.168.38.213,192.0.2.154,UDP,1136,18.01,2.15,URLLC
192.168.20.151,192.0.2.139,UDP,229,102.96,5.03,mMTC
192.168.103.150,192.0.2.91,TCP,1071,19.78,1.96,URLLC
192.168.149.225,192.0.2.24,TCP,460,27.5,2.63,URLLC
192.168.126.215,192.0.2.89,UDP,1062,53.33,3.48,eMBB
192.168.158.246,192.0.2.15,TCP,416,19.49,2.72,URLLC
192.168.102.248,192.0.2.249,TCP,1139,49.33,6.98,eMBB
192.168.170.2,192.0.2.160,UDP,648,21.38,2.47,URLLC
192.168.148.220,192.0.2.218,ICMP,115,99.75,3.89,mMTC
192.168.219.102,192.0.2.15,TCP,1380,31.13,2.2,URLLC
192.168.61.201,192.0.2.43,TCP,585,151.67,4.26,mMTC
192.168.134.87,192.0.2.73,UDP,1498,70.2,5.2,eMBB
192.168.231.244,192.0.2.118,UDP,483,116.59,6.26,mMTC
192.168.122.49,192.0.2.224,TCP,882,26.81,4.32,URLLC
192.168.240.174,192.0.2.107,UDP,382,108.8,4.76,mMTC
192.168.7.12,192.0.2.236,ICMP,246,21.29,3.06,URLLC
192.168.81.98,192.0.2.162,ICMP,918,29.57,3.55,URLLC
192.168.172.198,192.0.2.46,TCP,904,64.16,1.94,eMBB
192.168.161.16,192.0.2.90,TCP,219,78.23,4.01,mMTC
192.168.83.146,192.0.2.175,UDP,1136,26.23,3.08,URLLC
192.168.59.213,192.0.2.155,TCP,874,23.05,3.69,URLLC
192.168.225.231,192.0.2.2,TCP,160,125.62,5.02,mMTC
192.168.232.45,192.0.2.161,UDP,1177,59.47,7.26,eMBB
192.168.39.98,192.0.2.154,ICMP,285,18.77,2.01,URLLC
192.168.59.169,192.0.2.82,ICMP,919,53.91,7.24,eMBB
192.168.133.49,192.0.2.96,ICMP,993,26.28,2.66,URLLC
192.168.171.162,192.0.2.249,ICMP,1280,48.19,5.72,eMBB
192.168.26.45,192.0.2.152,TCP,756,22.66,3.78,URLLC
192.168.129.219,192.0.2.75,TCP,1173,73.04,7.09,eMBB
192.168.200.63,192.0.2.244,TCP,244,68.76,5.45,mMTC
192.168.157.96,192.0.2.226,ICMP,1236,41.93,6.83,eMBB
192.168.221.187,192.0.2.170,UDP,1080,40.44,9.76,eMBB
192.168.75.113,192.0.2.158,UDP,1223,17.86,3.72,URLLC
192.168.108.23,192.0.2.84,UDP,444,21.32,4.24,URLLC
192.168.6.97,192.0.2.184,ICMP,488,23.26,3.61,URLLC
192.168.38.243,192.0.2.253,ICMP,937,46.57,6.36,eMBB
192.168.30.143,192.0.2.225,UDP,1369,37.78,3.81,eMBB
192.168.192.175,192.0.2.47,ICMP,1303,35.37,6.96,eMBB
192.168.140.249,192.0.2.248,UDP,1074,58.55,2.88,eMBB
192.168.183.77,192.0.2.178,TCP,1209,55.97,2.31,eMBB
192.168.179.43,192.0.2.187,UDP,109,102.97,6.31,mMTC
192.168.252.149,192.0.2.146,ICMP,1029,14.75,2.39,URLLC
192.168.140.155,192.0.2.24,UDP,351,17.33,1.5,URLLC
192.168.3.109,192.0.2.32,UDP,1102,41.25,6.6,eMBB
192.168.68.122,192.0.2.7,ICMP,590,108.71,6.98,mMTC
192.168.164.112,192.0.2.116,UDP,1136,60.39,5.62,eMBB
192.168.222.68,192.0.2.192,UDP,1411,47.18,6.17,eMBB
192.168.247.130,192.0.2.205,ICMP,1365,42.32,5.89,eMBB
192.168.208.76,192.0.2.226,ICMP,1352,44.01,6.43,eMBB
192.168.74.160,192.0.2.16,TCP,1299,42.49,5.52,eMBB
192.168.71.236,192.0.2.79,UDP,1070,27.7,4.01,URLLC
192.168.45.2,192.0.2.104,ICMP,202,144.84,10.79,mMTC
192.168.154.28,192.0.2.24,TCP,1166,34.21,5.97,eMBB
192.168.246.183,192.0.2.196,UDP,659,84.26,3.86,mMTC
192.168.87.247,192.0.2.52,ICMP,396,41.15,3.99,mMTC
192.168.133.179,192.0.2.190,TCP,1460,38.44,5.38,eMBB
192.168.53.182,192.0.2.150,TCP,174,61.49,5.81,mMTC
192.168.242.129,192.0.2.89,ICMP,366,86.54,4.04,mMTC
192.168.210.76,192.0.2.47,TCP,634,127.51,3.91,mMTC
192.168.248.190,192.0.2.147,ICMP,1198,51.77,4.59,eMBB
192.168.157.24,192.0.2.215,UDP,1326,21.74,3.54,URLLC
192.168.0.215,192.0.2.223,TCP,1192,26.47,1.62,URLLC
192.168.198.47,192.0.2.208,TCP,1099,53.6,3.09,eMBB
192.168.1.123,192.0.2.147,TCP,1228,49.54,6.02,eMBB
192.168.45.134,192.0.2.74,TCP,1241,53.95,10.42,eMBB
192.168.128.220,192.0.2.188,TCP,897,24.82,2.43,URLLC
192.168.129.148,192.0.2.188,TCP,765,15.45,2.75,URLLC
192.168.212.101,192.0.2.222,TCP,1366,23.19,3.37,URLLC
192.168.114.212,192.0.2.74,ICMP,1442,53.18,6.27,eMBB
192.168.40.2,192.0.2.6,ICMP,1087,36.65,7.58,eMBB
192.168.42.87,192.0.2.227,UDP,1045,35.94,2.76,eMBB
192.168.113.173,192.0.2.16,ICMP,526,23.0,2.06,URLLC
192.168.197.143,192.0.2.102,TCP,1054,58.21,3.9,eMBB
192.168.79.84,192.0.2.25,TCP,304,89.87,4.81,mMTC
192.168.8.212,192.0.2.46,UDP,268,18.53,2.53,URLLC
192.168.27.240,192.0.2.220,ICMP,236,167.82,4.45,mMTC
192.168.92.48,192.0.2.162,ICMP,912,43.28,5.91,eMBB
192.168.249.237,192.0.2.202,UDP,800,152.0,4.89,mMTC
192.168.181.14,192.0.2.79,UDP,1069,62.08,8.49,eMBB
192.168.72.193,192.0.2.33,UDP,944,22.97,4.54,URLLC
192.168.117.100,192.0.2.217,UDP,1013,15.34,4.94,URLLC
192.168.237.36,192.0.2.27,TCP,1380,17.5,2.39,URLLC
192.168.163.29,192.0.2.108,ICMP,1102,51.68,1.59,eMBB
192.168.163.34,192.0.2.63,TCP,758,109.06,4.53,mMTC
192.168.244.11,192.0.2.184,ICMP,513,111.13,6.78,mMTC
192.168.87.140,192.0.2.14,TCP,596,74.15,4.74,mMTC
192.168.228.178,192.0.2.167,UDP,1396,43.9,3.53,eMBB
192.168.152.19,192.0.2.226,UDP,1224,66.59,7.58,eMBB
192.168.242.93,192.0.2.17,ICMP,697,17.81,2.9,URLLC
192.168.181.100,192.0.2.199,TCP,1064,58.63,4.31,eMBB
192.168.252.193,192.0.2.127,TCP,1283,17.66,3.65,URLLC
192.168.61.148,192.0.2.247,UDP,490,84.51,5.06,mMTC
192.168.109.51,192.0.2.187,UDP,1404,52.16,4.7,eMBB
192.168.140.112,192.0.2.25,UDP,1106,39.42,6.28,eMBB
192.168.100.115,192.0.2.44,UDP,1090,43.96,4.27,eMBB
192.168.22.45,192.0.2.129,UDP,295,116.34,3.82,mMTC
192.168.90.126,192.0.2.118,TCP,949,54.64,6.28,eMBB
192.168.171.104,192.0.2.197,UDP,1148,17.85,4.31,URLLC
192.168.27.71,192.0.2.69,ICMP,423,13.46,2.48,URLLC
192.168.250.235,192.0.2.133,TCP,205,86.34,4.15,mMTC
192.168.26.244,192.0.2.209,TCP,699,22.35,4.3,URLLC
192.168.146.142,192.0.2.158,UDP,1131,41.85,4.04,eMBB
192.168.20.252,192.0.2.75,TCP,1058,50.25,6.07,eMBB
192.168.71.195,192.0.2.229,TCP,1226,47.06,8.9,eMBB
192.168.19.6,192.0.2.194,ICMP,1457,44.95,5.62,eMBB
192.168.100.234,192.0.2.239,UDP,1374,24.26,2.13,URLLC
192.168.66.146,192.0.2.61,UDP,300,93.56,4.43,mMTC
192.168.19.213,192.0.2.143,TCP,1380,35.3,7.0,eMBB
192.168.8.35,192.0.2.32,UDP,1486,56.58,7.39,eMBB
192.168.73.88,192.0.2.169,TCP,358,76.35,4.62,mMTC
192.168.221.58,192.0.2.151,ICMP,777,81.9,5.41,mMTC
192.168.77.238,192.0.2.131,TCP,631,17.32,0.81,URLLC
192.168.176.163,192.0.2.219,TCP,345,85.73,3.38,mMTC
192.168.238.226,192.0.2.116,UDP,697,122.13,6.74,mMTC
192.168.226.185,192.0.2.14,ICMP,630,135.72,5.54,mMTC
192.168.163.140,192.0.2.190,UDP,1157,56.28,9.84,eMBB
192.168.188.4,192.0.2.1,ICMP,1473,59.41,8.88,eMBB
192.168.224.38,192.0.2.249,ICMP,1187,20.6,1.98,URLLC
